93294 196880
86765 86764 3
86764 86763 3
86763 86762 25
86762 86761 5
86761 86760 6
86760 86759 8
86759 86758 6
86758 86757 313
86757 86756 9
86756 86755 10
86755 86754 12
59810 59811 98
59809 59810 78
59808 59809 226
59807 59808 119
59806 59807 15
59805 59806 17
59804 59805 13
59803 59804 11
59802 59803 37
86794 59802 119
86774 86794 4
86773 86774 3
86772 86773 4
86771 86772 6
86770 86771 67
86750 86770 6
86751 86750 8
86769 86751 5
86768 86769 10
86767 86768 4
86766 86767 4
86765 86766 4
86764 86765 3
86763 86764 3
86762 86763 25
86761 86762 5
86760 86761 6
86759 86760 8
86758 86759 6
86757 86758 313
86756 86757 9
86755 86756 10
86754 86755 12
26628 26639 67
26639 26628 67
30457 20300 13
20300 30459 12
30459 30458 14
30458 30461 14
30461 20301 15
20301 30462 11
30462 30463 20
30463 20302 19
20302 30468 35
30468 30466 18
30466 20303 15
20303 30470 9
30470 30477 24
30477 20304 26
20304 30473 14
30473 30474 20
30474 20305 23
20305 20306 328
20306 74021 42
74021 74020 42
74020 20307 61
20307 20308 42
20308 74019 69
74019 20309 52
20309 75340 13
75340 22636 5
30459 20300 12
30458 30459 14
30461 30458 14
20301 30461 15
30462 20301 11
30463 30462 20
20302 30463 19
30468 20302 35
30466 30468 18
20303 30466 15
30470 20303 9
30477 30470 24
20304 30477 26
30473 20304 14
30474 30473 20
20305 30474 23
20306 20305 328
74021 20306 42
74020 74021 42
20307 74020 61
20308 20307 42
74019 20308 69
20309 74019 52
75340 20309 13
22636 75340 5
30457 14221 23
14221 30460 13
58301 28690 8
28690 58301 8
28048 58782 3
58782 29350 5
29350 29351 7
29351 28050 6
29347 56058 5
56058 56059 8
56059 71071 5
71071 5379 6
28049 58777 8
58777 29347 3
29347 29349 15
29349 28048 8
29348 59827 6
59827 59838 8
59838 5379 10
6102 62106 71
62106 6102 71
5955 58300 7
58300 29342 12
29342 39225 73
39225 57982 30
57982 6226 15
58300 5955 7
29342 58300 12
39225 29342 73
57982 39225 30
6226 57982 15
47554 59829 8
59829 59828 2
59829 47554 8
59828 59829 2
5472 59835 8
59835 5472 8
59846 62985 6
62985 90086 7
90086 59845 72
59845 59844 27
59844 71034 14
71034 62979 7
62979 59843 16
59843 59835 24
59835 59842 42
59842 59836 6
59836 59841 3
59841 59840 3
59840 59839 3
59839 28048 32
62985 59846 6
90086 62985 7
59845 90086 72
59844 59845 27
71034 59844 14
62979 71034 7
59843 62979 16
59835 59843 24
59842 59835 42
59836 59842 6
59841 59836 3
59840 59841 3
59839 59840 3
28048 59839 32
7267 7286 11
59861 28699 5
28699 59861 5
59877 7153 29
7153 59877 29
59876 55508 17
55508 42063 18
42063 53441 47
53441 16310 29
16310 36299 18
36299 54567 7
55508 59876 17
42063 55508 18
53441 42063 47
16310 53441 29
36299 16310 18
54567 36299 7
6301 60657 8
60657 29010 17
29010 59055 39
59055 56111 17
56111 45680 8
60657 6301 8
29010 60657 17
59055 29010 39
56111 59055 17
45680 56111 8
59888 59889 5
59889 59888 5
59889 62994 1
62994 62995 28
62995 59890 3
59890 62993 13
62993 62996 15
62996 59889 1
62994 59889 1
62995 62994 28
59890 62995 3
62993 59890 13
62996 62993 15
59889 62996 1
40110 51985 15
51985 51986 53
51985 40110 15
51986 51985 53
29805 59884 10
59884 29805 10
58374 59857 11
59857 59856 6
59856 59855 22
59855 59854 3
59854 51986 13
59857 58374 11
59856 59857 6
59855 59856 22
59854 59855 3
51986 59854 13
28690 79794 3
79794 5955 5
79794 28690 3
5955 79794 5
59877 56381 16
56381 59876 2
56381 59877 16
59876 56381 2
59898 59897 7
59897 59896 18
59896 59907 9
59907 59895 3
59895 59894 19
59894 59899 16
59899 59898 3
59897 59898 7
59896 59897 18
59907 59896 9
59895 59907 3
59894 59895 19
59899 59894 16
59898 59899 3
54567 59883 7
59883 54568 6
54568 59893 9
59893 54574 9
54574 55163 16
55163 54569 52
54569 59901 19
59901 59873 22
59883 54567 7
54568 59883 6
59893 54568 9
54574 59893 9
55163 54574 16
54569 55163 52
59901 54569 19
59873 59901 22
59873 54570 25
54570 28705 34
54570 59873 25
28705 54570 34
59911 59910 1
59910 59911 1
59915 59914 3
59914 59913 44
59913 59912 3
59912 59910 23
59910 59915 21
59914 59915 3
59913 59914 44
59912 59913 3
59910 59912 23
59915 59910 21
49425 49423 98
59917 79777 12
79777 79786 5
79786 62966 7
79777 59917 12
79786 79777 5
62966 79786 7
59928 59925 32
59925 59924 32
59924 59926 34
59926 59927 34
59925 59928 32
59924 59925 32
59926 59924 34
59927 59926 34
59925 59929 96
59929 59925 96
59930 49708 6
49708 59934 26
59934 49705 35
59926 59934 96
59934 59926 96
59935 63821 10
63821 59935 10
16561 28580 16
28580 48626 6
48626 48625 5
48625 29334 7
29334 57868 27
57868 29332 6
28580 16561 16
48626 28580 6
48625 48626 5
29334 48625 7
57868 29334 27
29332 57868 6
59951 59952 33
59952 59945 7
59945 75685 92
75685 12482 12
59952 59951 33
59945 59952 7
75685 59945 92
12482 75685 12
19779 59945 97
59945 59954 28
59954 59948 30
59945 19779 97
59954 59945 28
59948 59954 30
59953 59954 19
59954 59953 19
2316 2314 14
2314 2316 14
2250 59961 33
59961 80941 56
80941 2197 10
59961 2250 33
80941 59961 56
2197 80941 10
44454 44455 11
44455 44456 22
44456 44457 28
44457 44458 25
44458 44459 23
44459 44453 22
44455 44454 11
44456 44455 22
44457 44456 28
44458 44457 25
44459 44458 23
44453 44459 22
9004 8988 14
8988 85391 2
53884 59970 3
59970 53884 3
6033 69568 9
69568 59982 13
59982 59983 10
59983 59984 10
59984 45157 37
69568 6033 9
59982 69568 13
59983 59982 10
59984 59983 10
45157 59984 37
33904 59985 38
59985 59989 5
59989 59986 32
59985 33904 38
59989 59985 5
59986 59989 32
59985 59987 56
59987 59988 36
59987 59985 56
59988 59987 36
59989 59990 35
59990 59991 2
59991 59979 48
59979 59980 18
59990 59989 35
59991 59990 2
59979 59991 48
59980 59979 18
60046 60048 50
60048 59999 42
59999 60000 10
60000 60001 10
60001 60002 8
60002 60003 146
60003 60004 7
60004 60005 6
60005 60006 8
60006 60007 108
60007 60008 10
60008 60009 11
60009 60010 9
60010 60011 9
60011 60012 53
60012 60013 7
60013 60014 6
60014 60015 8
60015 60016 61
60016 60017 10
60017 60018 8
60018 60019 6
60019 60020 60
60020 60021 7
60021 60022 10
60022 60023 11
60023 60024 8
60024 60047 25
60047 60025 15
60025 60026 4
60026 60027 5
60027 60028 13
60028 60029 14
60029 60030 8
60030 60031 14
60031 59998 15
59998 60032 6
60032 60033 8
60033 60034 17
60034 60035 7
60035 60036 9
60036 60037 12
60037 60038 7
60038 60039 17
60039 60040 6
60040 60041 7
60041 60042 27
60042 60043 7
60043 60044 13
60044 60045 38
60045 60046 6
60048 60046 50
59999 60048 42
60000 59999 10
60001 60000 10
60002 60001 8
60003 60002 146
60004 60003 7
60005 60004 6
60006 60005 8
60007 60006 108
60008 60007 10
60009 60008 11
60010 60009 9
60011 60010 9
60012 60011 53
60013 60012 7
60014 60013 6
60015 60014 8
60016 60015 61
60017 60016 10
60018 60017 8
60019 60018 6
60020 60019 60
60021 60020 7
60022 60021 10
60023 60022 11
60024 60023 8
60047 60024 25
60025 60047 15
60026 60025 4
60027 60026 5
60028 60027 13
60029 60028 14
60030 60029 8
60031 60030 14
59998 60031 15
60032 59998 6
60033 60032 8
60034 60033 17
60035 60034 7
60036 60035 9
60037 60036 12
60038 60037 7
60039 60038 17
60040 60039 6
60041 60040 7
60042 60041 27
60043 60042 7
60044 60043 13
60045 60044 38
60046 60045 6
60049 60050 29
60050 83095 37
83095 83107 47
83107 83124 46
83124 83096 11
83096 83097 14
83097 83099 17
83099 83098 16
83098 65776 27
65776 83100 8
83100 65775 18
65775 65774 22
65774 65773 14
65773 83101 9
83101 83102 9
83102 65772 9
60050 60049 29
83095 60050 37
83107 83095 47
83124 83107 46
83096 83124 11
83097 83096 14
83099 83097 17
83098 83099 16
65776 83098 27
83100 65776 8
65775 83100 18
65774 65775 22
65773 65774 14
83101 65773 9
83102 83101 9
65772 83102 9
60051 60052 132
60052 60053 16
60053 60054 20
60054 60055 75
60055 60056 9
60056 60057 8
60057 60058 183
60058 60059 12
60059 60060 14
60060 60061 26
60061 60062 32
60062 60063 25
60063 60064 15
60064 60065 12
60065 60066 11
60066 60067 19
60067 60068 115
60068 60069 14
60069 60070 84
60070 60071 13
60071 60072 22
60072 60073 32
60073 60074 11
60074 60075 87
60075 60076 15
60076 60077 15
60077 60078 13
60078 60079 25
60079 60080 19
60080 60081 24
60081 60082 9
60082 60083 9
60083 60084 9
60084 60085 20
60085 60086 30
60086 60087 9
60087 60088 11
60088 60089 86
60089 60090 14
60090 60091 12
60091 60092 13
60092 60093 19
60093 60094 41
60094 60095 28
60095 60096 24
60096 60097 22
60097 60098 15
60098 60099 17
60099 60051 14
60052 60051 132
60053 60052 16
60054 60053 20
60055 60054 75
60056 60055 9
60057 60056 8
60058 60057 183
60059 60058 12
60060 60059 14
60061 60060 26
60062 60061 32
60063 60062 25
60064 60063 15
60065 60064 12
60066 60065 11
60067 60066 19
60068 60067 115
60069 60068 14
60070 60069 84
60071 60070 13
60072 60071 22
60073 60072 32
60074 60073 11
60075 60074 87
60076 60075 15
60077 60076 15
60078 60077 13
60079 60078 25
60080 60079 19
60081 60080 24
60082 60081 9
60083 60082 9
60084 60083 9
60085 60084 20
60086 60085 30
60087 60086 9
60088 60087 11
60089 60088 86
60090 60089 14
60091 60090 12
60092 60091 13
60093 60092 19
60094 60093 41
60095 60094 28
60096 60095 24
60097 60096 22
60098 60097 15
60099 60098 17
60051 60099 14
60100 60101 104
60101 60102 14
60102 60103 7
60103 60104 9
60104 60105 13
60105 60106 89
60106 60107 10
60107 60108 9
60108 60109 10
60109 60110 31
60110 60111 10
60111 60112 8
60112 60113 8
60113 60114 26
60114 60115 11
60115 60116 9
60116 60117 9
60117 60118 22
60118 60119 5
60119 60120 7
60120 60121 20
60121 60122 15
60122 60123 55
60123 60124 9
60124 60100 11
60101 60100 104
60102 60101 14
60103 60102 7
60104 60103 9
60105 60104 13
60106 60105 89
60107 60106 10
60108 60107 9
60109 60108 10
60110 60109 31
60111 60110 10
60112 60111 8
60113 60112 8
60114 60113 26
60115 60114 11
60116 60115 9
60117 60116 9
60118 60117 22
60119 60118 5
60120 60119 7
60121 60120 20
60122 60121 15
60123 60122 55
60124 60123 9
60100 60124 11
6600 36015 71
36015 6912 74
6912 6946 40
6946 6992 9
36024 36020 71
36020 36023 32
36023 36015 32
36020 36024 71
36023 36020 32
36015 36023 32
70464 70465 57
70465 70463 30
70463 60127 24
60127 70461 86
70461 60128 6
70465 70464 57
70463 70465 30
60127 70463 24
70461 60127 86
60128 70461 6
60128 60129 15
60129 60128 15
60127 60130 26
60130 60127 26
60141 74206 16
74206 74204 18
74204 53277 46
53277 60134 20
60134 60131 4
74206 60141 16
74204 74206 18
53277 74204 46
60134 53277 20
60131 60134 4
60131 60132 16
60132 60131 16
60132 74237 9
74237 74236 2
74236 70473 6
70473 70472 4
70472 70471 5
70471 60133 5
74237 60132 9
74236 74237 2
70473 74236 6
70472 70473 4
70471 70472 5
60133 70471 5
60130 60134 4
60134 60130 4
60136 74227 20
74227 60176 29
60176 60139 6
74227 60136 20
60176 74227 29
60139 60176 6
60135 74225 1
74225 60168 1
60168 74233 15
74233 74228 2
74228 60140 3
60140 74234 28
74234 60138 3
74225 60135 1
60168 74225 1
74233 60168 15
74228 74233 2
60140 74228 3
74234 60140 28
60138 74234 3
60136 6711 13
6711 60136 13
60142 74218 20
74218 74199 23
74199 60138 19
60138 74209 22
74209 60139 6
74218 60142 20
74199 74218 23
60138 74199 19
74209 60138 22
60139 74209 6
68226 68227 0
68227 68228 21
68228 68229 5
68229 68230 3
68230 41077 24
41077 49383 9
49383 41076 19
41076 41074 32
41074 41075 2
41075 41071 3
41071 41072 2
41072 41073 0
41073 68225 43
68225 68226 1
68227 68226 0
68228 68227 21
68229 68228 5
68230 68229 3
41077 68230 24
49383 41077 9
41076 49383 19
41074 41076 32
41075 41074 2
41071 41075 3
41072 41071 2
41073 41072 0
68225 41073 43
68226 68225 1
60396 60156 16
60156 23799 12
60156 60396 16
23799 60156 12
60396 49383 9
49383 60396 9
85783 60164 4
60164 60158 38
60158 60159 22
60159 60162 21
60162 60161 32
60161 60163 9
60163 60160 9
60164 85783 4
60158 60164 38
60159 60158 22
60162 60159 21
60161 60162 32
60163 60161 9
60160 60163 9
60143 60144 9
60144 60143 9
60144 60145 5
60145 60146 8
60145 60144 5
60146 60145 8
60146 72277 20
72277 60270 13
60270 60147 1
60147 60148 14
72277 60146 20
60270 72277 13
60147 60270 1
60148 60147 14
60148 25173 13
25173 60148 13
25173 60149 19
60149 25173 19
60149 60271 5
60271 25175 3
60271 60149 5
25175 60271 3
25173 60150 21
60150 60151 5
60150 25173 21
60151 60150 5
60151 60272 5
60272 60152 2
60272 60151 5
60152 60272 2
60166 74224 3
74224 60167 15
60167 60184 25
74224 60166 3
60167 74224 15
60184 60167 25
60168 60171 31
60171 60168 31
60171 60172 36
60172 60171 36
74221 60174 13
60174 60140 46
60174 74221 13
60140 60174 46
74221 60173 18
60173 74221 18
60175 74214 42
74214 60175 42
74235 60177 16
60177 83590 1
83590 60178 35
60178 60179 7
60179 60180 92
60180 60181 35
60181 60182 18
60177 74235 16
83590 60177 1
60178 83590 35
60179 60178 7
60180 60179 92
60181 60180 35
60182 60181 18
60581 60577 12
60577 84382 64
84382 60578 6
60578 84373 10
84373 60188 1
60188 85082 6
85082 84384 16
84384 85083 49
85083 60187 218
60187 85081 78
85081 84372 92
84372 60185 5
60577 60581 12
84382 60577 64
60578 84382 6
84373 60578 10
60188 84373 1
85082 60188 6
84384 85082 16
85083 84384 49
60187 85083 218
85081 60187 78
84372 85081 92
60185 84372 5
60190 60191 16
60191 60192 94
60192 60193 15
60191 60190 16
60192 60191 94
60193 60192 15
60194 60195 19
60195 60196 4
60195 60194 19
60196 60195 4
60196 60197 12
60197 60196 12
60197 60198 3
60198 60199 19
60198 60197 3
60199 60198 19
60200 60201 17
60201 60202 51
60202 82971 8
82971 60203 9
60201 60200 17
60202 60201 51
82971 60202 8
60203 82971 9
60204 60205 31
60205 60206 9
60206 60207 32
60207 60213 23
60213 60208 65
60205 60204 31
60206 60205 9
60207 60206 32
60213 60207 23
60208 60213 65
60209 60210 5
60210 60211 4
60211 60212 23
60210 60209 5
60211 60210 4
60212 60211 23
69967 59851 12
59851 69968 7
69968 38528 7
38528 59853 16
59853 62980 13
62980 59830 9
59830 62986 12
62986 5862 13
5862 69966 8
69966 59833 11
59833 5928 14
5928 62989 11
62989 5947 6
59851 69967 12
69968 59851 7
38528 69968 7
59853 38528 16
62980 59853 13
59830 62980 9
62986 59830 12
5862 62986 13
69966 5862 8
59833 69966 11
5928 59833 14
62989 5928 11
5947 62989 6
5836 58301 66
58301 5836 66
5797 5836 19
5836 5797 19
5836 60218 6
60218 5836 6
60219 60220 4
60220 60219 4
58302 69972 10
69972 60229 6
60221 60222 5
60222 60221 5
60223 60224 8
60224 60225 5
60225 60226 15
60226 6070 14
6070 60227 84
60224 60223 8
60225 60224 5
60226 60225 15
6070 60226 14
60227 6070 84
60222 60223 4
60223 60222 4
60233 90332 26
90332 60233 26
60234 60239 2
60239 60235 21
60235 60236 33
60236 60238 4
60238 60237 2
60237 60234 36
60239 60234 2
60235 60239 21
60236 60235 33
60238 60236 4
60237 60238 2
60234 60237 36
60240 60242 6
60242 60241 11
60241 55942 5
55942 55943 11
55943 50105 9
50105 55940 33
55940 60246 4
60246 50100 4
50100 50106 0
50106 55944 11
55944 55939 11
55939 55949 11
55949 55948 11
55948 60240 6
60242 60240 6
60241 60242 11
55942 60241 5
55943 55942 11
50105 55943 9
55940 50105 33
60246 55940 4
50100 60246 4
50106 50100 0
55944 50106 11
55939 55944 11
55949 55939 11
55948 55949 11
60240 55948 6
60231 60243 7
60243 60231 7
60243 60242 18
60242 60243 18
50103 50102 2
50102 60232 6
60232 76365 2
76365 68238 1
68238 50101 1
50101 60244 13
60244 60247 4
60247 60245 4
60245 50100 1
50100 55941 1
55941 50104 2
50104 68239 16
68239 50103 1
50102 50103 2
60232 50102 6
76365 60232 2
68238 76365 1
50101 68238 1
60244 50101 13
60247 60244 4
60245 60247 4
50100 60245 1
55941 50100 1
50104 55941 2
68239 50104 16
50103 68239 1
60246 60247 1
60247 60246 1
60249 60248 9
60248 60249 9
60250 25169 8
25167 60250 6
25169 60252 11
60252 60253 15
60253 60254 15
60254 60255 40
60255 60256 11
60256 60257 15
60257 60258 46
60258 25167 16
60250 60259 8
60259 60250 8
60259 60265 6
60265 60251 4
60265 60259 6
60251 60265 4
60165 60278 10
60278 60165 10
60260 60262 8
60262 60260 8
60260 60261 41
60261 60260 41
60263 60274 28
60274 60263 28
60268 61548 10
61548 60269 4
61548 60268 10
60269 61548 4
16565 60273 10
60273 16565 10
60274 60266 5
60266 60264 4
60266 60274 5
60264 60266 4
55757 79537 24
79537 71785 14
71785 83457 2
83457 83396 7
83396 83456 10
83456 81414 14
81414 55759 12
79537 55757 24
71785 79537 14
83457 71785 2
83396 83457 7
83456 83396 10
81414 83456 14
55759 81414 12
55771 55770 16
55770 90657 61
90657 81419 45
81419 55769 12
16569 60309 4
60309 24019 122
24019 8371 33
8371 24018 2
24018 60310 4
60310 25174 52
25174 60311 16
60311 8237 12
50448 65783 4
65783 16570 5
16570 65782 7
65782 50447 4
65783 50448 4
16570 65783 5
65782 16570 7
50447 65782 4
50452 50451 10
50451 65784 17
65784 50450 3
50450 50449 7
50449 50448 15
50448 60277 19
60277 50447 19
50447 65785 6
65785 50446 8
50446 50445 7
50445 50444 20
50444 50443 10
60278 60260 28
60260 60278 28
78820 34808 15
34808 34809 134
34809 82484 12
82484 34810 8
34810 82483 8
82483 82482 7
82482 34811 14
34811 34812 27
34812 82481 20
82481 82480 28
82480 53407 14
34808 78820 15
34809 34808 134
82484 34809 12
34810 82484 8
82483 34810 8
82482 82483 7
34811 82482 14
34812 34811 27
82481 34812 20
82480 82481 28
53407 82480 14
65777 60308 9
60308 65778 7
65778 16569 7
16569 50447 11
50447 16569 11
17828 60313 6
60313 61748 3
61748 60314 2
60314 61749 3
61749 45148 4
17828 60315 15
60315 60316 49
60316 50448 6
60315 17828 15
60316 60315 49
50448 60316 6
60319 60333 33
60333 60320 9
60320 60321 4
60321 60322 4
60322 60335 29
60335 60323 8
60323 60324 4
60324 60325 5
60325 60326 40
60326 60327 4
60327 60328 5
60328 60329 3
60329 60330 34
60330 60331 4
60331 60332 3
60332 60319 3
60333 60319 33
60320 60333 9
60321 60320 4
60322 60321 4
60335 60322 29
60323 60335 8
60324 60323 4
60325 60324 5
60326 60325 40
60327 60326 4
60328 60327 5
60329 60328 3
60330 60329 34
60331 60330 4
60332 60331 3
60319 60332 3
60333 60334 10
60334 60333 10
60335 60336 8
60336 60335 8
60337 60344 9
60344 60345 4
60345 60346 3
60346 60347 4
60347 60338 2
60338 60353 4
60353 60339 1
60339 75897 32
75897 60340 1
60340 60349 4
60349 60341 5
60341 60342 8
60342 60343 5
60343 60337 25
60344 60337 9
60345 60344 4
60346 60345 3
60347 60346 4
60338 60347 2
60353 60338 4
60339 60353 1
75897 60339 32
60340 75897 1
60349 60340 4
60341 60349 5
60342 60341 8
60343 60342 5
60337 60343 25
35656 60348 11
60348 60344 2
60344 60351 3
60351 60352 4
60352 60353 5
60353 60349 32
60349 76001 5
76001 60350 8
60348 35656 11
60344 60348 2
60351 60344 3
60352 60351 4
60353 60352 5
60349 60353 32
76001 60349 5
60350 76001 8
60353 60354 2
60354 35651 15
60354 60353 2
35651 60354 15
35652 60355 15
60355 60356 3
60356 60348 4
60355 35652 15
60356 60355 3
60348 60356 4
60357 60358 3
60358 60359 14
60359 60360 3
60358 60357 3
60359 60358 14
60360 60359 3
60361 60362 17
60362 60361 17
60365 60366 7
60366 60365 7
60363 60367 36
60367 60363 36
60369 60370 20
60370 60369 20
60372 91209 7
91209 60373 1
60373 60374 39
60374 91208 44
91208 60375 6
91209 60372 7
60373 91209 1
60374 60373 39
91208 60374 44
60375 91208 6
46835 91207 5
91207 60376 8
91207 46835 5
60376 91207 8
60377 60378 45
60378 60379 39
60378 60377 45
60379 60378 39
46847 60380 11
60380 60381 12
60381 60382 13
60380 46847 11
60381 60380 12
60382 60381 13
46847 60383 12
60383 60384 18
60383 46847 12
60384 60383 18
60386 60387 7
60387 60388 11
60387 60386 7
60388 60387 11
60366 68002 26
68002 60389 44
60389 60390 14
60390 60391 15
60391 60364 4
60364 60363 7
68002 60366 26
60389 68002 44
60390 60389 14
60391 60390 15
60364 60391 4
60363 60364 7
89293 26311 20
26311 26312 17
26312 18491 11
18491 71335 5
71335 71334 8
71334 17577 14
17577 71333 19
71333 17578 10
17578 71331 5
71331 71323 6
71323 71322 4
71322 71330 18
71330 71329 8
71329 71324 8
71324 71328 6
71328 71327 6
71327 71325 9
71325 71326 8
71326 71321 4
71321 17579 13
17579 71317 18
71317 71318 33
71318 17580 10
17580 71316 17
71316 17581 4
17581 71319 5
71319 18492 20
